online_order,book_table,rate,location,rest_type,cuisines,type,cost_per_person
Yes,No,3.700448817952718,Brigade Road,Quick Bites,"South Indian, Biryani",Delivery,100.0
Yes,No,3.1,Frazer Town,Dessert Parlor,"Ice Cream, Desserts",Delivery,125.0
Yes,No,4.3,Cunningham Road,"Cafe, Dessert Parlor","Cafe, Desserts",Delivery,375.0
Yes,Yes,4.1,Kammanahalli,Cafe,"Cafe, Italian, Pizza, Beverages, Desserts",Delivery,400.0
Yes,Yes,4.2,Ulsoor,"Casual Dining, Bar","Goan, Mangalorean, Pizza",Delivery,500.0
Yes,No,3.700448817952718,MG Road,Casual Dining,"Biryani, Chinese, North Indian, South Indian",Delivery,400.0
Yes,No,3.700448817952718,Shivajinagar,Quick Bites,"North Indian, Chinese, Kebab",Delivery,150.0
Yes,No,3.7,Indiranagar,"Quick Bites, Beverage Shop","Fast Food, Street Food, Beverages",Delivery,150.0
Yes,Yes,4.0,MG Road,Casual Dining,"Thai, Japanese, Korean, Burmese, Chinese",Delivery,1050.0
Yes,No,3.9,Frazer Town,Casual Dining,"Continental, Chinese, Steak",Delivery,500.0
Yes,No,3.7,Brigade Road,Quick Bites,"Burger, Fast Food",Delivery,250.0
Yes,Yes,4.4,St. Marks Road,"Bar, Casual Dining",Modern Indian,Delivery,950.0
Yes,No,3.700448817952718,Frazer Town,Dessert Parlor,Desserts,Delivery,125.0
Yes,No,3.9,Brigade Road,Food Court,"Bakery, Desserts, Beverages",Delivery,225.0
Yes,No,3.1,Frazer Town,Cafe,"Cafe, Fast Food",Delivery,450.0
Yes,No,4.1,Church Street,Dessert Parlor,"Desserts, Ice Cream",Delivery,75.0
Yes,No,3.8,Banaswadi,"Sweet Shop, Quick Bites","Mithai, Street Food",Delivery,75.0
Yes,No,3.0,Indiranagar,Casual Dining,"Andhra, Biryani, Seafood",Delivery,350.0
Yes,No,3.8,Banaswadi,Food Court,"Desserts, Beverages",Delivery,150.0
Yes,No,3.6,Frazer Town,Delivery,Fast Food,Delivery,175.0
Yes,No,3.2,RT Nagar,"Quick Bites, Beverage Shop","Tea, Fast Food",Delivery,100.0
Yes,No,3.1,Brigade Road,Quick Bites,Fast Food,Delivery,250.0
Yes,No,3.6,Brigade Road,Kiosk,North Indian,Delivery,150.0
Yes,No,3.700448817952718,Banaswadi,Confectionery,Desserts,Delivery,100.0
Yes,Yes,4.0,Brigade Road,Club,"Chinese, Continental, North Indian, Burger, Pizza",Delivery,1000.0
Yes,No,3.7,Commercial Street,Quick Bites,Biryani,Delivery,125.0
Yes,No,3.2,Brigade Road,Quick Bites,"Street Food, Rolls",Delivery,150.0
Yes,No,3.2,Indiranagar,Quick Bites,Chinese,Delivery,75.0
Yes,Yes,4.1,MG Road,Cafe,"Cafe, Healthy Food",Delivery,400.0
Yes,No,3.8,Cunningham Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food",Delivery,200.0
Yes,Yes,4.3,Cunningham Road,"Casual Dining, Cafe","Continental, Cafe, Desserts, Salad, Momos",Delivery,500.0
Yes,No,4.0,Church Street,Casual Dining,Andhra,Delivery,325.0
Yes,No,3.9,Church Street,Casual Dining,"North Indian, Iranian",Delivery,475.0
Yes,No,3.9,Race Course Road,"Dessert Parlor, Beverage Shop","Beverages, Desserts",Delivery,75.0
Yes,No,4.0,Frazer Town,Dessert Parlor,"Desserts, Beverages",Delivery,250.0
Yes,No,3.700448817952718,Frazer Town,Quick Bites,"Rolls, Street Food",Delivery,100.0
Yes,No,3.5,RT Nagar,Quick Bites,"North Indian, Chinese, Arabian, Rolls",Delivery,275.0
Yes,No,3.9,Indiranagar,Dessert Parlor,"Ice Cream, Ice Cream",Delivery,150.0
Yes,Yes,4.2,St. Marks Road,"Casual Dining, Bar","European, North Indian, Mediterranean, Asian, Salad",Delivery,700.0
Yes,No,3.2,Indiranagar,Quick Bites,North Indian,Delivery,150.0
Yes,No,3.5,Brigade Road,Quick Bites,"Fast Food, South Indian, Biryani",Delivery,150.0
Yes,Yes,4.0,Brigade Road,Casual Dining,"Rajasthani, Gujarati",Delivery,400.0
Yes,No,3.5,Ulsoor,Quick Bites,"North Indian, Chinese",Delivery,100.0
Yes,No,3.700448817952718,Kammanahalli,Sweet Shop,"Mithai, Street Food",Delivery,50.0
Yes,No,3.5,Banaswadi,"Takeaway, Delivery",South Indian,Delivery,150.0
Yes,Yes,4.1,Ulsoor,"Casual Dining, Bar","American, Mexican, Italian, Steak",Delivery,600.0
Yes,Yes,4.0,Cunningham Road,Casual Dining,"Chinese, Thai",Delivery,500.0
Yes,No,3.7,Frazer Town,Quick Bites,"South Indian, North Indian, Chinese",Delivery,100.0
Yes,No,4.0,MG Road,Casual Dining,"Italian, Bakery, Fast Food",Delivery,500.0
Yes,No,4.1,Indiranagar,"Quick Bites, Sweet Shop","Mithai, Street Food",Delivery,75.0
Yes,No,3.5,Kammanahalli,"Takeaway, Delivery","American, Burger, Momos, Bengali",Delivery,200.0
Yes,No,3.700448817952718,Vasanth Nagar,Casual Dining,North Indian,Delivery,300.0
Yes,No,3.700448817952718,Shivajinagar,Beverage Shop,"Beverages, Juices",Delivery,50.0
Yes,No,4.1,Church Street,Cafe,"Cafe, American, Italian, Pizza, Burger",Delivery,350.0
Yes,No,4.2,Cunningham Road,Cafe,"Cafe, Continental, Italian, Burger",Delivery,375.0
Yes,No,2.9,Church Street,Quick Bites,"North Indian, Biryani",Delivery,300.0
Yes,Yes,4.4,Lavelle Road,Casual Dining,"Italian, Salad",Delivery,750.0
Yes,No,3.700448817952718,Indiranagar,Delivery,"Tea, Beverages",Delivery,100.0
Yes,No,4.2,Lavelle Road,"Bakery, Dessert Parlor","Bakery, French, Desserts",Delivery,150.0
Yes,No,3.8,Residency Road,Quick Bites,"South Indian, Chinese",Delivery,100.0
Yes,No,3.7,Indiranagar,Quick Bites,"Street Food, North Indian",Delivery,50.0
Yes,No,3.1,Frazer Town,Quick Bites,Street Food,Delivery,150.0
Yes,No,3.700448817952718,Frazer Town,Delivery,South Indian,Delivery,250.0
Yes,Yes,4.3,Brigade Road,Casual Dining,"Seafood, South Indian, Bar Food, Mangalorean, Konkan",Delivery,350.0
Yes,No,3.7,Ulsoor,Cafe,"Cafe, Mediterranean, Italian, Pizza, Continental",Delivery,400.0
Yes,No,3.4,Ulsoor,Bakery,"Bakery, Desserts",Delivery,200.0
Yes,No,3.5,Frazer Town,"Beverage Shop, Quick Bites","Beverages, Fast Food",Delivery,200.0
Yes,No,3.9,MG Road,Dessert Parlor,Desserts,Delivery,300.0
Yes,No,3.5,Indiranagar,Quick Bites,"North Indian, Chinese, South Indian, Seafood",Delivery,125.0
Yes,No,3.9,Church Street,Quick Bites,"Fast Food, North Indian, Rolls",Delivery,125.0
Yes,Yes,4.4,MG Road,Casual Dining,"Asian, Thai",Delivery,900.0
No,No,3.8,Frazer Town,Quick Bites,"Chinese, Momos",Delivery,150.0
Yes,No,3.8,Cunningham Road,Dessert Parlor,"Bakery, Fast Food",Delivery,250.0
Yes,No,3.7,Residency Road,Dessert Parlor,"Desserts, Beverages",Delivery,175.0
Yes,No,3.8,Ulsoor,Quick Bites,"South Indian, Beverages",Delivery,100.0
Yes,No,4.0,Brigade Road,Casual Dining,"Japanese, Sushi, Asian",Delivery,750.0
Yes,No,4.4,Church Street,Casual Dining,"North Indian, Mughlai",Delivery,400.0
Yes,No,4.2,Lavelle Road,"Casual Dining, Bar",North Eastern,Delivery,500.0
Yes,No,3.700448817952718,Ulsoor,Delivery,Biryani,Delivery,200.0
Yes,No,3.8,Indiranagar,Dessert Parlor,Desserts,Delivery,150.0
Yes,No,3.9,Indiranagar,Quick Bites,"Tea, Beverages, Fast Food",Delivery,100.0
Yes,No,3.9,Vasanth Nagar,Casual Dining,"Seafood, North Indian, Chinese",Delivery,275.0
Yes,No,3.700448817952718,Banaswadi,Quick Bites,"North Indian, South Indian, Chinese, Fast Food",Delivery,100.0
Yes,No,3.3,Vasanth Nagar,Takeaway,"Fast Food, Street Food",Delivery,50.0
Yes,No,2.8,Vasanth Nagar,Quick Bites,"South Indian, Street Food, Chinese, Fast Food",Delivery,200.0
Yes,No,3.700448817952718,New BEL Road,Quick Bites,"Burger, Fast Food",Delivery,75.0
Yes,No,4.2,Indiranagar,Cafe,"Cafe, Continental, Fast Food",Delivery,250.0
Yes,No,3.5,Church Street,Quick Bites,"Biryani, Kebab",Delivery,200.0
Yes,No,3.6,RT Nagar,Quick Bites,"Fast Food, Desserts, Beverages",Delivery,200.0
No,No,3.8,Cunningham Road,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",Delivery,125.0
Yes,Yes,4.0,Church Street,"Casual Dining, Bar","American, Continental, Steak, Salad",Delivery,500.0
Yes,No,3.5,Brigade Road,Quick Bites,"Chinese, Arabian, Fast Food",Delivery,250.0
Yes,Yes,4.2,Church Street,Casual Dining,"Seafood, Mangalorean, North Indian, Chinese",Delivery,700.0
Yes,No,4.0,Lavelle Road,Quick Bites,"South Indian, North Indian, Street Food",Delivery,200.0
Yes,No,3.9,Brigade Road,Casual Dining,"Pizza, Italian, Continental, Desserts",Delivery,400.0
Yes,No,4.4,MG Road,Quick Bites,"Burger, Continental, Italian, Beverages",Delivery,350.0
Yes,No,3.5,Indiranagar,Casual Dining,"North Indian, Chinese, Biryani",Delivery,300.0
Yes,No,4.1,Lavelle Road,Dessert Parlor,Desserts,Delivery,275.0
Yes,No,3.2,MG Road,Quick Bites,"North Indian, Chinese",Delivery,225.0
No,No,4.0,Frazer Town,Casual Dining,"Arabian, Chinese, Fast Food",Delivery,300.0
Yes,No,2.9,Brigade Road,Quick Bites,"South Indian, North Indian, Chinese",Delivery,175.0
Yes,No,4.1,Brigade Road,Casual Dining,"American, Continental, Fast Food, Steak",Delivery,750.0
Yes,No,3.5,Ulsoor,Quick Bites,Street Food,Delivery,100.0
Yes,No,3.4,Ulsoor,Quick Bites,Chinese,Delivery,150.0
Yes,No,3.4,Brigade Road,Dessert Parlor,Bakery,Delivery,75.0
Yes,No,2.8,Cunningham Road,Beverage Shop,"Beverages, Juices",Delivery,175.0
Yes,No,3.7,Ulsoor,Quick Bites,"Chinese, North Indian, South Indian, Street Food",Delivery,200.0
Yes,Yes,4.3,MG Road,Casual Dining,"North Indian, South Indian",Delivery,750.0
Yes,No,2.9,Kammanahalli,Quick Bites,"Chinese, Fast Food",Delivery,50.0
Yes,No,3.700448817952718,Ulsoor,Delivery,"Tibetan, Chinese",Delivery,150.0
Yes,No,3.6,Banaswadi,Quick Bites,"South Indian, North Indian, Chinese",Delivery,125.0
Yes,No,3.2,Vasanth Nagar,"Sweet Shop, Quick Bites","Mithai, Street Food, North Indian",Delivery,150.0
No,No,3.7,Frazer Town,Quick Bites,"Chinese, North Indian, Arabian",Delivery,250.0
Yes,No,3.8,RT Nagar,Casual Dining,"North Indian, Chinese",Delivery,375.0
Yes,No,3.5,Frazer Town,"Takeaway, Delivery","Desserts, Beverages",Delivery,150.0
Yes,No,3.7,Frazer Town,Quick Bites,"South Indian, Fast Food",Delivery,100.0
Yes,No,3.6,Indiranagar,Casual Dining,"North Indian, Chinese, South Indian, Kerala",Delivery,275.0
Yes,No,4.4,Lavelle Road,Quick Bites,"Desserts, Ice Cream",Delivery,150.0
Yes,No,3.700448817952718,Kammanahalli,Beverage Shop,Juices,Delivery,100.0
No,Yes,4.0,Frazer Town,Casual Dining,"Continental, Steak",Delivery,550.0
Yes,No,3.700448817952718,Banaswadi,Quick Bites,Fast Food,Delivery,75.0
Yes,Yes,4.4,St. Marks Road,Casual Dining,"Seafood, Konkan, Mangalorean",Delivery,425.0
No,No,3.7,Frazer Town,Quick Bites,"Biryani, Arabian",Delivery,250.0
Yes,No,3.8,Ulsoor,Casual Dining,"Beverages, Cafe, Desserts, Spanish, Bakery",Delivery,200.0
Yes,No,3.3,Ulsoor,Beverage Shop,"Juices, Beverages",Delivery,75.0
Yes,No,3.5,Frazer Town,Quick Bites,"Juices, Fast Food, Beverages",Delivery,175.0
Yes,No,3.9,Indiranagar,Quick Bites,South Indian,Delivery,75.0
Yes,No,3.700448817952718,Frazer Town,Quick Bites,Fast Food,Delivery,100.0
No,No,3.9,Frazer Town,Casual Dining,"Chinese, Thai",Delivery,425.0
Yes,No,3.1,Frazer Town,Quick Bites,South Indian,Delivery,75.0
Yes,No,3.7,Cunningham Road,Casual Dining,"Chinese, Thai",Delivery,350.0
Yes,No,3.8,Commercial Street,Sweet Shop,"Fast Food, Mithai",Delivery,150.0
Yes,No,4.2,Ulsoor,Casual Dining,"Thai, Asian",Delivery,900.0
No,No,3.7,Commercial Street,Casual Dining,"North Indian, Fast Food, Street Food",Delivery,400.0
Yes,No,3.0,RT Nagar,Quick Bites,"North Indian, Mughlai",Delivery,250.0
Yes,No,3.7,Frazer Town,Cafe,Cafe,Delivery,225.0
Yes,Yes,3.8,Cunningham Road,Casual Dining,"North Indian, South Indian, Chinese, Continental",Delivery,900.0
No,No,3.6,Frazer Town,Casual Dining,North Indian,Delivery,300.0
Yes,Yes,4.1,Richmond Road,Casual Dining,"Goan, Seafood, Konkan, Desserts",Delivery,500.0
Yes,No,3.7,Ulsoor,Quick Bites,"Beverages, Fast Food",Delivery,125.0
Yes,No,3.4,Ulsoor,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",Delivery,250.0
Yes,No,3.7,Brigade Road,Casual Dining,"North Indian, Chinese, Seafood",Delivery,400.0
Yes,No,4.0,Brigade Road,"Bar, Quick Bites","Continental, Chinese",Delivery,1000.0
Yes,No,3.7,Banaswadi,Quick Bites,"Fast Food, Burger, North Indian, South Indian",Delivery,100.0
Yes,No,4.0,Kammanahalli,Casual Dining,"Mangalorean, Seafood",Delivery,200.0
No,No,3.4,Indiranagar,Dessert Parlor,Desserts,Delivery,75.0
Yes,No,4.0,Brigade Road,Beverage Shop,"Beverages, Desserts, Ice Cream",Delivery,200.0
Yes,No,4.2,Cunningham Road,Dessert Parlor,"Desserts, Fast Food",Delivery,150.0
Yes,No,3.4,Church Street,Casual Dining,"North Indian, Chinese, European",Delivery,300.0
Yes,Yes,3.7,Indiranagar,Casual Dining,Chinese,Delivery,750.0
No,No,4.1,Frazer Town,Dessert Parlor,"Ice Cream, Desserts",Delivery,75.0
Yes,No,3.8,Indiranagar,"Casual Dining, Bar","North Indian, Chinese",Delivery,375.0
Yes,Yes,2.2,MG Road,Casual Dining,Mexican,Delivery,500.0
No,No,4.0,Frazer Town,"Pub, Casual Dining","Continental, North Indian, Chinese",Delivery,750.0
Yes,No,3.2,Indiranagar,Quick Bites,Maharashtrian,Delivery,100.0
Yes,No,3.8,MG Road,Cafe,Cafe,Delivery,350.0
Yes,No,3.9,St. Marks Road,Quick Bites,"Biryani, Fast Food",Delivery,200.0
Yes,No,3.700448817952718,Brigade Road,Food Court,"South Indian, Street Food",Delivery,200.0
Yes,No,3.5,Cunningham Road,Cafe,"Cafe, Burger",Delivery,250.0
Yes,No,3.700448817952718,Ulsoor,Quick Bites,"American, Continental",Delivery,300.0
No,No,4.1,Frazer Town,"Quick Bites, Bakery","Cafe, Bakery",Delivery,350.0
Yes,No,3.700448817952718,Residency Road,Delivery,"Italian, Continental, Chinese",Delivery,300.0
Yes,No,3.7,Indiranagar,Delivery,"Healthy Food, Sandwich",Delivery,150.0
Yes,No,4.2,Indiranagar,Cafe,"Cafe, Healthy Food, Salad, Beverages",Delivery,300.0
Yes,No,3.7,Kammanahalli,"Sweet Shop, Quick Bites","Mithai, Street Food",Delivery,100.0
Yes,No,3.1,Frazer Town,Quick Bites,"Bengali, North Indian",Delivery,150.0
Yes,No,4.1,Vasanth Nagar,Cafe,"Cafe, Italian",Delivery,150.0
No,No,3.700448817952718,Frazer Town,Beverage Shop,"Beverages, Ice Cream",Delivery,100.0
Yes,No,4.1,MG Road,"Casual Dining, Cafe","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",Delivery,450.0
No,No,3.9,Frazer Town,Quick Bites,"Fast Food, Momos",Delivery,200.0
Yes,No,3.3,Brigade Road,Quick Bites,"Beverages, Fast Food",Delivery,200.0
Yes,No,3.5,Kammanahalli,"Takeaway, Delivery","South Indian, Biryani",Delivery,150.0
Yes,No,4.0,Church Street,Quick Bites,"Fast Food, Beverages",Delivery,225.0
Yes,No,3.6,Infantry Road,"Cafe, Casual Dining","Cafe, Burger, Italian, Fast Food",Delivery,325.0
Yes,No,3.4,Shivajinagar,Cafe,Cafe,Delivery,150.0
Yes,No,3.2,Frazer Town,Casual Dining,"Continental, Mexican, Biryani, Italian, Chinese, Arabian, Steak",Delivery,375.0
Yes,No,3.700448817952718,Brigade Road,Casual Dining,"Chinese, Tibetan",Delivery,300.0
No,No,3.8,Frazer Town,Kiosk,Chinese,Delivery,250.0
Yes,Yes,3.8,Ulsoor,Casual Dining,"Chinese, Thai",Delivery,400.0
Yes,No,3.9,Ulsoor,"Cafe, Casual Dining","Cafe, American, Continental, Steak",Delivery,400.0
Yes,Yes,4.3,MG Road,"Bar, Casual Dining",Asian,Delivery,1000.0
Yes,Yes,4.3,Church Street,Cafe,"Cafe, Continental, American, Burger",Delivery,375.0
Yes,No,3.8,Indiranagar,Sweet Shop,Mithai,Delivery,125.0
Yes,Yes,4.3,Lavelle Road,"Pub, Microbrewery","Continental, BBQ, Finger Food",Delivery,850.0
Yes,No,4.2,Ulsoor,"Cafe, Bakery","Cafe, Mediterranean, Bakery, Greek, Beverages",Delivery,350.0
Yes,No,3.700448817952718,Brigade Road,Quick Bites,"Rolls, Chinese",Delivery,125.0
Yes,No,3.700448817952718,Kammanahalli,Quick Bites,South Indian,Delivery,75.0
Yes,Yes,4.0,Cunningham Road,Casual Dining,"North Indian, Chinese, Healthy Food",Delivery,425.0
Yes,No,3.2,Brigade Road,Casual Dining,"Seafood, Mangalorean, Chinese",Delivery,350.0
No,No,3.8,Frazer Town,"Casual Dining, Pub","Chinese, Finger Food, North Indian, Seafood",Delivery,500.0
Yes,No,3.8,Vasanth Nagar,Delivery,"Healthy Food, Beverages",Delivery,325.0
Yes,No,3.2,Shivajinagar,Quick Bites,South Indian,Delivery,150.0
No,No,3.700448817952718,Frazer Town,Delivery,Chinese,Delivery,300.0
Yes,No,3.8,Brigade Road,Cafe,"Cafe, American, Italian, Burger",Delivery,325.0
Yes,No,2.1,Indiranagar,Delivery,"North Indian, Mughlai, Chinese",Delivery,250.0
Yes,No,3.4,Residency Road,Cafe,"Cafe, Beverages, Fast Food",Delivery,300.0
No,No,3.700448817952718,Frazer Town,Bakery,"Bakery, Desserts",Delivery,175.0
Yes,No,3.6,Frazer Town,Quick Bites,South Indian,Delivery,100.0
Yes,No,3.700448817952718,Ulsoor,Quick Bites,South Indian,Delivery,100.0
No,No,2.7,Frazer Town,Casual Dining,"South Indian, North Indian, Fast Food",Delivery,250.0
Yes,No,3.9,Brigade Road,"Quick Bites, Bakery","Fast Food, Bakery",Delivery,125.0
Yes,No,3.8,Indiranagar,Quick Bites,"South Indian, Fast Food",Delivery,100.0
Yes,No,4.0,Church Street,Dessert Parlor,Desserts,Delivery,125.0
Yes,No,3.8,Brigade Road,Quick Bites,"Chinese, Continental, North Indian, Italian",Delivery,100.0
No,No,4.2,Frazer Town,Bakery,Bakery,Delivery,250.0
Yes,No,3.9,MG Road,"Sweet Shop, Quick Bites","Mithai, Street Food",Delivery,100.0
No,No,3.700448817952718,Frazer Town,Casual Dining,Mangalorean,Delivery,275.0
No,No,3.700448817952718,Frazer Town,Quick Bites,"Lucknowi, Kebab, Rolls",Delivery,200.0
No,No,3.700448817952718,Frazer Town,Delivery,"Fast Food, Beverages, North Indian, South Indian",Delivery,150.0
No,No,3.700448817952718,Frazer Town,Delivery,Desserts,Delivery,100.0
Yes,No,4.1,Frazer Town,"Bakery, Cafe","Bakery, Cafe",Delivery,175.0
No,No,3.700448817952718,Frazer Town,"Takeaway, Delivery","Fast Food, Beverages",Delivery,250.0
No,No,3.700448817952718,Frazer Town,"Takeaway, Delivery","North Indian, Biryani",Delivery,200.0
No,No,3.700448817952718,Frazer Town,Delivery,"Ice Cream, Beverages, Fast Food",Delivery,100.0
No,No,3.700448817952718,Frazer Town,"Takeaway, Delivery",Rolls,Delivery,75.0
No,No,3.700448817952718,Frazer Town,"Takeaway, Delivery",Mughlai,Delivery,125.0
No,No,3.700448817952718,Frazer Town,Delivery,Continental,Delivery,350.0
No,No,4.3,Frazer Town,Bakery,"Bakery, Desserts",Delivery,50.0
No,No,3.6,Frazer Town,Quick Bites,"Mughlai, Biryani, Rolls",Delivery,250.0
No,No,3.1,Frazer Town,Casual Dining,"North Indian, Chinese",Delivery,300.0
No,No,3.5,Frazer Town,Quick Bites,"Mughlai, North Indian, Street Food",Delivery,175.0
Yes,No,3.4,MG Road,"Takeaway, Delivery","Continental, Thai, North Indian",Delivery,800.0
Yes,Yes,3.8,Indiranagar,Casual Dining,"North Indian, Chinese, Continental",Delivery,600.0
Yes,No,3.3,Frazer Town,Quick Bites,"South Indian, Biryani",Delivery,150.0
No,No,3.2,Frazer Town,Quick Bites,Fast Food,Delivery,200.0
No,No,3.5,Frazer Town,Quick Bites,"Biryani, South Indian",Delivery,175.0
No,No,3.4,Frazer Town,Quick Bites,"Biryani, Kerala",Delivery,200.0
No,No,3.1,Frazer Town,Casual Dining,"South Indian, North Indian, Chinese",Delivery,300.0
Yes,No,3.5,Brigade Road,Casual Dining,"Continental, Mexican, Lebanese",Delivery,300.0
No,No,3.1,Frazer Town,Quick Bites,"Fast Food, Chinese",Delivery,75.0
No,No,3.700448817952718,Frazer Town,Quick Bites,"Rolls, Biryani",Delivery,75.0
No,No,3.700448817952718,Frazer Town,"Takeaway, Delivery",North Indian,Delivery,400.0
No,No,3.3,Frazer Town,Quick Bites,Biryani,Delivery,150.0
No,No,3.700448817952718,Frazer Town,Quick Bites,"North Indian, Chinese, Rolls",Delivery,200.0
No,No,2.9,Frazer Town,Delivery,"North Indian, Chinese",Delivery,250.0
No,No,3.4,Frazer Town,Bakery,"Bakery, Desserts",Delivery,200.0
Yes,No,3.9,Frazer Town,Casual Dining,"Mughlai, Kebab, Chinese",Delivery,275.0
No,No,3.4,Frazer Town,"Takeaway, Delivery","Mughlai, Desserts",Delivery,250.0
No,No,3.5,Frazer Town,Dessert Parlor,Desserts,Delivery,200.0
No,No,3.3,Frazer Town,"Takeaway, Delivery",Biryani,Delivery,300.0
No,No,3.6,Frazer Town,"Takeaway, Delivery",Desserts,Delivery,300.0
No,No,3.8,Frazer Town,Bakery,Bakery,Delivery,250.0
No,No,3.700448817952718,Frazer Town,Delivery,North Indian,Delivery,225.0
No,No,3.700448817952718,Frazer Town,Delivery,Biryani,Delivery,200.0
No,No,3.7,Frazer Town,Delivery,"Bakery, Desserts",Delivery,100.0
Yes,No,3.4,Frazer Town,Casual Dining,South Indian,Delivery,200.0
Yes,No,3.8,Kammanahalli,Cafe,"Cafe, Continental",Delivery,250.0
Yes,No,3.3,Commercial Street,Cafe,Cafe,Delivery,200.0
Yes,No,4.3,Frazer Town,Quick Bites,North Indian,Delivery,150.0
Yes,No,3.8,Frazer Town,Cafe,"Cafe, Continental",Delivery,350.0
Yes,No,4.1,St. Marks Road,Quick Bites,"North Indian, Street Food",Delivery,150.0
Yes,No,4.2,Brigade Road,Quick Bites,"South Indian, Chinese",Delivery,150.0
Yes,No,4.2,Indiranagar,Cafe,"Cafe, Continental",Delivery,400.0
No,No,3.2,Brigade Road,Cafe,Cafe,Delivery,300.0
Yes,No,3.5,Kammanahalli,Quick Bites,South Indian,Delivery,125.0
Yes,No,2.9,Cunningham Road,Quick Bites,"Fast Food, Rolls",Delivery,75.0
Yes,No,3.2,Brigade Road,Quick Bites,"Kerala, South Indian",Delivery,100.0
Yes,No,3.700448817952718,Ulsoor,"Takeaway, Delivery","Continental, North Indian, Fast Food",Delivery,250.0
Yes,No,3.5,MG Road,Confectionery,Desserts,Delivery,500.0
Yes,No,3.8,Indiranagar,Takeaway,South Indian,Delivery,100.0
Yes,No,3.700448817952718,Banashankari,Quick Bites,"Sandwich, Beverages",Delivery,100.0
Yes,No,3.8,Kalyan Nagar,Delivery,"Fast Food, Burger",Delivery,150.0
No,No,3.8,Indiranagar,"Takeaway, Delivery","Chettinad, South Indian, Biryani",Delivery,350.0
No,No,2.5,Indiranagar,Quick Bites,Biryani,Delivery,150.0
Yes,No,3.700448817952718,Frazer Town,Cafe,Cafe,Delivery,200.0
Yes,No,3.700448817952718,Residency Road,Quick Bites,"Fast Food, Beverages",Delivery,75.0
No,No,3.6,Brigade Road,Cafe,"Cafe, Continental, Italian",Delivery,400.0
No,No,3.9,Commercial Street,"Takeaway, Delivery","Bakery, Desserts",Delivery,600.0
No,No,3.8,Banaswadi,Bakery,Bakery,Delivery,200.0
No,No,3.8,Ulsoor,Dessert Parlor,Desserts,Delivery,100.0
No,No,3.700448817952718,MG Road,Dessert Parlor,Desserts,Delivery,250.0
No,No,3.700448817952718,Shivajinagar,Quick Bites,"South Indian, North Indian, Chinese",Delivery,175.0
No,No,3.700448817952718,Shivajinagar,Quick Bites,"North Indian, Biryani",Delivery,150.0
No,No,3.700448817952718,MG Road,Quick Bites,"Street Food, Fast Food, North Indian",Delivery,150.0
No,No,3.700448817952718,Ulsoor,Quick Bites,"North Indian, Fast Food, Beverages",Delivery,100.0
No,No,3.700448817952718,MG Road,Quick Bites,"South Indian, Chinese, Fast Food",Delivery,175.0
No,No,2.8,Ulsoor,Delivery,"North Indian, Chinese",Delivery,250.0
No,No,3.700448817952718,MG Road,Quick Bites,"South Indian, Street Food",Delivery,75.0
No,No,3.6,Shivajinagar,Quick Bites,South Indian,Delivery,125.0
No,No,3.6,Vasanth Nagar,Quick Bites,South Indian,Delivery,50.0
No,No,3.700448817952718,Vasanth Nagar,Quick Bites,"Chinese, North Indian, Fast Food",Delivery,125.0
No,No,3.700448817952718,Banaswadi,Quick Bites,"Biryani, Chinese, Kebab",Delivery,150.0
Yes,No,3.0,Frazer Town,"Takeaway, Delivery","Continental, Pizza, Fast Food",Delivery,325.0
No,No,3.700448817952718,Frazer Town,Quick Bites,North Indian,Delivery,175.0
No,No,3.700448817952718,Frazer Town,Quick Bites,"Biryani, Chinese, Fast Food, Kebab",Delivery,100.0
